source,target,route_id,travel_time
611,162,C,90
611,162,E,90
611,164,A,60
611,164,C,60
611,164,E,60
611,313,3,210
611,316,1,120
611,316,2,120
611,318,1,90
611,318,2,60
611,318,3,60
611,471,7,210
611,471,7X,210
611,607,N,90
611,607,Q,90
611,607,R,90
611,607,W,120
611,609,7,90
611,609,7X,90
611,610,GS,90
612,276,E,90
612,276,M,90
612,606,E,180
612,606,M,180
612,610,4,120
612,610,6,120
612,610,6X,120
612,613,4,90
612,613,6,90
612,613,6X,90
613,8,N,90
613,8,R,90
613,8,W,90
613,273,R,330
613,397,5,210
613,397,5X,210
613,399,4,120
613,399,6,90
613,399,6X,90
613,461,N,270
613,461,W,270
613,610,5,150
613,612,4,90
613,612,6,90
613,612,6X,90
614,153,D,480
614,160,A,90
614,160,B,90
614,160,C,90
614,162,A,90
614,162,C,90
614,277,B,90
614,277,D,90
614,314,1,90
614,314,2,90
614,316,1,120
614,316,2,120
615,62,D,90
615,64,D,120
615,72,N,120
615,72,Q,120
615,72,W,120
615,74,N,90
615,74,W,90
616,221,F,390
616,221,FX,390
616,261,F,420
616,261,FX,420
616,266,E,90
616,266,M,90
616,266,R,90
616,268,E,90
616,268,M,90
616,268,R,90
616,453,7,60
616,455,7,90
617,26,B,90
617,26,D,180
617,26,N,180
617,26,Q,90
617,26,R,180
617,26,W,180
617,28,D,120
617,28,N,120
617,28,R,120
617,28,W,120
617,41,B,120
617,41,Q,120
617,337,2,90
617,337,3,90
617,337,4,90
617,337,5,90
617,337,5X,90
617,339,2,60
617,339,3,60
617,339,4,60
617,626,5,240
618,165,A,90
618,165,C,90
618,165,E,90
618,167,A,120
618,167,C,120
618,167,E,120
618,601,L,90
619,167,B,120
619,167,D,120
619,167,F,150
619,167,FX,150
619,167,M,150
619,231,B,120
619,231,D,120
619,232,F,90
619,232,FX,90
619,407,4,90
619,407,6,90
619,407,6X,90
619,409,4,60
619,409,6,60
619,409,6X,60
619,625,M,180
620,334,2,90
620,334,3,90
620,336,2,60
620,336,3,60
620,337,4,90
620,337,5,90
620,414,4,300
620,414,5,300
620,414,5X,300
620,635,N,210
620,635,R,210
620,635,W,210
620,636,N,120
620,636,R,120
620,636,W,120
621,91,J,90
621,91,Z,90
621,93,J,90
621,93,Z,60
621,131,L,60
621,133,L,60
621,183,A,60
621,183,C,60
621,185,A,120
621,185,C,120
622,602,5,270
622,602,5X,270
622,623,4,120
622,623,6,120
622,623,6X,120
622,623,J,120
622,623,Z,120
622,628,4,90
622,628,5,90
622,628,J,60
622,628,Z,90
623,17,N,90
623,17,Q,120
623,17,R,90
623,17,W,90
623,20,N,150
623,20,R,150
623,20,W,150
623,26,Q,480
623,103,J,120
623,103,Z,120
623,409,4,90
623,409,6,90
623,409,6X,90
623,622,4,120
623,622,6,120
623,622,6X,120
623,622,J,90
623,622,Z,90
624,20,N,90
624,20,R,90
624,20,W,120
624,22,N,60
624,22,R,60
624,22,W,90
624,169,A,90
624,169,C,90
624,169,E,120
624,327,2,60
624,327,3,60
624,628,2,120
624,628,3,120
624,628,A,120
624,628,C,120
625,101,J,450
625,101,M,450
625,101,Z,450
625,103,J,90
625,103,Z,90
625,232,F,90
625,232,FX,90
625,234,F,90
625,234,FX,90
625,619,M,180
626,42,FS,180
626,141,FS,120
626,341,2,90
626,341,3,90
626,341,4,90
626,343,2,90
626,343,3,90
626,343,4,90
626,353,5,150
626,617,5,300
626,617,5X,300
627,141,FS,120
627,177,A,90
627,177,C,90
627,179,A,60
627,179,C,60
628,107,J,90
628,107,Z,90
628,173,A,180
628,173,C,180
628,333,2,60
628,333,3,60
628,413,4,60
628,413,5,60
628,622,4,90
628,622,5,90
628,622,5X,120
628,622,J,90
628,622,Z,120
628,624,2,120
628,624,3,120
628,624,A,120
628,624,C,120
629,120,L,90
629,122,L,60
629,284,G,150
629,286,G,90
630,111,M,90
630,113,M,120
630,127,L,90
630,129,L,90
635,22,N,90
635,22,R,90
635,22,W,120
635,329,1,120
635,620,N,210
635,620,R,210
635,620,W,210
636,26,N,90
636,26,R,90
636,26,W,120
636,173,A,120
636,173,C,120
636,175,A,90
636,175,C,90
636,235,F,90
636,235,FX,90
636,236,F,150
636,240,FX,420
636,620,N,90
636,620,R,90
636,620,W,120
